开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
08:39:30,0:00:13,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.83,-1.83,0.15,-1.83,PASS,-2.10,-2.10,0.16,-2.10,PASS,-3.02,-3.02,0.16,-3.02,PASS,PASS,9.4,10.8,7.8,-2.16,3,1,PASS,9.6,10.8,8.3,-2.33,2,0,PASS,9.9,11,8.9,-2.22,-2,0,PASS,FAIL,97.600,FAIL,99.800,FAIL,100.000,FAIL
09:04:24,0:00:09,P2,TK-045,PASS,MAC: A4C138F55103,PASS,-0.97,-0.97,0.14,-0.97,PASS,-1.39,-1.44,0.16,-1.43,PASS,-2.65,-2.66,0.16,-2.65,PASS,PASS,16.4,17.7,15,2.51,4,1,PASS,16.7,17.7,15.5,2.3,3,1,PASS,17.1,17.7,16,-2.63,-3,0,PASS,PASS,0.800,PASS,1.600,PASS,4.800,PASS
09:06:40,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.02,-1.03,0.14,-1.03,PASS,-1.26,-1.27,0.15,-1.27,PASS,-2.34,-2.35,0.15,-2.35,PASS,PASS,16.5,17.6,15.2,2.37,2,0,PASS,16.8,18.1,14.5,2.33,2,1,PASS,17.2,18.6,15.8,2.55,3,0,PASS,FAIL,97.800,FAIL,100.000,FAIL,100.000,FAIL
09:08:18,0:00:09,P2,TK-045,PASS,MAC: A4C138455023,PASS,-0.48,-0.77,0.14,-0.61,PASS,-0.39,-0.46,0.16,-0.42,PASS,-1.31,-1.36,0.23,-1.34,PASS,PASS,13.9,15.2,13.1,2.18,2,0,PASS,14.2,15.3,13,-2.16,-2,-1,PASS,14.6,16.2,13.2,2.44,-2,0,PASS,PASS,19.000,PASS,21.400,PASS,2.200,PASS
09:08:45,0:00:09,P2,TK-045,PASS,MAC: A4C138455023,PASS,-0.69,-0.70,0.14,-0.69,PASS,-1.07,-1.07,0.16,-1.07,PASS,-2.01,-2.01,0.15,-2.01,PASS,PASS,14.2,15.3,13.4,-2.24,-3,-1,PASS,14.6,15.7,13.3,2.27,2,1,PASS,14.9,16,13.3,-2.42,-2,0,PASS,PASS,1.000,PASS,2.000,PASS,2.600,PASS
09:09:18,0:00:09,P2,TK-045,PASS,MAC: A4C138F55103,PASS,-1.54,-1.55,0.14,-1.55,PASS,-1.56,-1.56,0.15,-1.56,PASS,-2.46,-2.46,0.16,-2.46,PASS,PASS,15.9,17.2,14.7,-2.11,3,1,PASS,16.3,17.2,15.4,-2.15,-2,0,PASS,16.6,17.5,15.2,2.14,2,1,PASS,PASS,3.200,PASS,2.800,PASS,3.400,PASS
09:22:08,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.24,-1.30,0.14,-1.27,PASS,-1.37,-1.41,0.16,-1.41,PASS,-2.30,-2.35,0.16,-2.33,PASS,PASS,17.9,19,16.9,-2.3,-2,0,PASS,18.3,19.2,17,2.28,3,0,PASS,18.7,19.6,17.3,-2.31,3,1,PASS,FAIL,97.000,FAIL,100.000,FAIL,99.600,FAIL
09:23:06,0:00:09,P2,TK-045,PASS,MAC: A4C138F55103,PASS,-1.04,-1.10,0.14,-1.09,PASS,-1.32,-1.32,0.16,-1.32,PASS,-2.33,-2.38,0.16,-2.38,PASS,PASS,15.6,16.6,14.6,-2.05,-2,0,PASS,15.9,17.5,14.9,-2.2,-2,0,PASS,16.3,17.6,15.5,2.26,-3,1,PASS,PASS,1.200,PASS,1.600,PASS,3.200,PASS
09:24:40,0:00:09,P2,TK-045,PASS,MAC: A4C138F55103,PASS,-1.15,-1.16,0.14,-1.15,PASS,-1.35,-1.35,0.15,-1.35,PASS,-2.34,-2.35,0.15,-2.34,PASS,PASS,15.1,16.5,13.8,-2.23,2,2,PASS,15.4,16.8,14.6,2.42,3,0,PASS,15.7,17,14.9,-2.27,2,0,PASS,PASS,1.800,PASS,1.200,PASS,3.000,PASS
09:40:40,0:00:09,P2,TK-045,PASS,MAC: A4C138255C33,PASS,-0.90,-0.90,0.14,-0.90,PASS,-0.85,-0.86,0.15,-0.86,PASS,-1.84,-1.85,0.15,-1.85,PASS,PASS,21.8,22.7,20.7,-2.23,2,1,PASS,22.2,23,21.5,2.74,3,0,PASS,22.7,23.7,21.7,2.42,3,1,PASS,PASS,0.600,PASS,1.800,PASS,2.800,PASS
