开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
15:53:52,0:00:10,P1,TK-045,PASS,MAC: A4C138655472,PASS,0.70,0.70,0.10,0.70,PASS,4.51,4.51,0.12,4.51,PASS,4.82,4.82,0.12,4.82,PASS,PASS,29.3,30.6,27.4,-2.91,-2,0,PASS,29.8,31.2,29,2.44,3,0,PASS,30.4,31.7,29.5,-2.13,2,0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
15:54:33,0:00:09,P1,TK-045,FAIL,MAC: A4C138B55272,FAIL,-15.99,-15.99,0.30,-15.99,FAIL,-11.86,-11.87,0.24,-11.86,FAIL,-13.57,-13.58,0.30,-13.57,FAIL,PASS,29.9,30.9,29.1,-2.75,-2,0,PASS,30.4,31.4,29,1.97,-2,0,PASS,31,32.2,30.2,2.07,-2,0,PASS,FAIL,97.600,FAIL,100.000,FAIL,100.000,FAIL
15:55:06,0:00:09,P1,TK-045,FAIL,MAC: A4C138255872,FAIL,1.53,1.52,0.10,1.53,PASS,5.21,5.20,0.18,5.20,FAIL,5.42,5.42,0.16,5.42,FAIL,PASS,40,41,39,2.47,-3,-1,PASS,40.7,41.9,39.7,-2.55,3,1,PASS,41.4,42.7,40.4,-2.47,3,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
15:55:33,0:00:09,P1,TK-045,FAIL,MAC: A4C138255872,FAIL,1.59,1.59,0.10,1.59,PASS,5.07,5.06,0.18,5.07,FAIL,5.29,5.28,0.17,5.29,FAIL,PASS,40,41.4,38.7,-2.96,2,0,PASS,40.7,42.1,39.6,-2.38,-3,0,PASS,41.4,42.4,40.5,-2.28,-3,-1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
15:56:05,0:00:09,P1,TK-045,FAIL,MAC: A4C138855F42,FAIL,-14.82,-14.83,0.26,-14.82,FAIL,-12.17,-12.17,0.28,-12.17,FAIL,-14.51,-14.52,0.32,-14.52,FAIL,PASS,37.1,38.8,35.4,2.11,-2,0,PASS,37.8,39,36.7,-2.1,-2,0,PASS,38.5,39.6,37.8,2.88,-2,0,PASS,FAIL,97.600,FAIL,100.000,FAIL,100.000,FAIL
15:57:04,0:00:13,P1,TK-045,FAIL,MAC: A4C138655472,FAIL,1.31,1.30,0.10,1.31,PASS,5.09,5.08,0.18,5.09,FAIL,5.11,5.11,0.16,5.11,FAIL,PASS,29.1,31.1,27.8,-2.48,2,0,PASS,29.7,31.1,28.1,2.9,-2,-1,PASS,30.2,31.4,29.2,1.97,2,1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
15:57:43,0:00:09,P1,TK-045,PASS,MAC: A4C138655472,PASS,1.43,1.43,0.11,1.43,PASS,4.67,4.67,0.13,4.67,PASS,4.67,4.66,0.12,4.67,PASS,PASS,29,29.9,27.9,-2.45,-2,-1,PASS,29.5,30.6,28,-2.89,3,0,PASS,30.1,31.1,28.9,2.19,-3,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
15:58:13,0:00:09,P1,TK-045,FAIL,MAC: A4C138855F42,FAIL,-15.53,-15.54,0.29,-15.54,FAIL,-11.83,-11.84,0.25,-11.84,FAIL,-13.97,-13.98,0.27,-13.98,FAIL,PASS,37.2,37.9,36,1.97,3,1,PASS,37.8,39.2,37,2.41,2,0,PASS,38.5,39.8,37.9,3.12,3,0,PASS,FAIL,97.600,FAIL,100.000,FAIL,100.000,FAIL
15:58:45,0:00:09,P1,TK-045,FAIL,MAC: A4C138255872,FAIL,1.88,1.87,0.09,1.88,PASS,5.54,5.54,0.17,5.54,FAIL,5.32,5.32,0.17,5.32,FAIL,PASS,39.9,40.8,38.8,-2.69,-2,-2,PASS,40.6,41.6,39.5,2.58,-3,0,PASS,41.3,42.2,40,-2.39,-3,-2,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
15:59:14,0:00:09,P1,TK-045,FAIL,MAC: A4C138B55272,FAIL,-15.92,-15.93,0.28,-15.93,FAIL,-11.52,-11.53,0.23,-11.52,FAIL,-13.72,-13.73,0.28,-13.72,FAIL,PASS,29.7,31,29.2,2.05,-2,0,PASS,30.2,31,29.1,-2.13,-3,0,PASS,30.8,32,29.5,2.43,-3,0,PASS,FAIL,97.400,FAIL,100.000,FAIL,100.000,FAIL
