开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
09:47:03,0:00:13,P1,TK-045,PASS,MAC: A4C138C55752,PASS,3.24,3.24,0.12,3.24,PASS,2.61,2.60,0.16,2.61,PASS,0.58,0.57,0.15,0.57,PASS,PASS,13.5,14.1,12.7,2.08,2,0,PASS,13.8,15.1,12.8,2.94,2,0,PASS,14.1,15.3,12.9,-3.29,-2,1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
10:10:11,0:00:09,P1,TK-045,PASS,MAC: A4C138755552,PASS,2.53,2.52,0.12,2.53,PASS,2.14,2.14,0.15,2.14,PASS,0.23,0.23,0.14,0.23,PASS,PASS,21.5,22.4,20.5,2.38,3,0,PASS,21.9,22.8,20.8,2.05,2,2,PASS,22.4,23.7,21.4,-2.52,3,2,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
10:10:47,0:00:09,P1,TK-045,PASS,MAC: A4C138C55172,PASS,4.30,4.29,0.11,4.29,PASS,3.90,3.90,0.14,3.90,PASS,2.60,2.60,0.13,2.60,PASS,PASS,29.8,31,29.1,2.5,2,0,PASS,30.4,31,29.2,2.82,-2,0,PASS,31,31.9,29.2,2.51,-3,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
10:11:28,0:00:09,P1,TK-045,PASS,MAC: A4C138855B72,PASS,3.23,3.23,0.11,3.23,PASS,3.00,3.00,0.14,3.00,PASS,2.05,2.05,0.13,2.05,PASS,PASS,27,28.2,26.1,-2.44,3,0,PASS,27.5,28.4,26.6,-2.41,2,0,PASS,28,29.9,27.1,-2.16,-2,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
10:11:56,0:00:09,P1,TK-045,PASS,MAC: A4C138A55C42,PASS,2.71,2.70,0.11,2.70,PASS,3.05,3.04,0.15,3.04,PASS,2.30,2.29,0.14,2.29,PASS,PASS,33.4,34.4,32.5,-2.53,-2,-1,PASS,34,35,32.8,-2.41,-2,0,PASS,34.6,35.7,33.2,2.42,2,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
10:12:30,0:00:09,P1,TK-045,PASS,MAC: A4C138055942,PASS,2.49,2.48,0.12,2.49,PASS,2.91,2.91,0.14,2.91,PASS,2.19,2.19,0.13,2.19,PASS,PASS,31.6,33.2,30.3,2.25,-2,0,PASS,32.2,33.2,31.1,2.17,-2,-2,PASS,32.8,33.9,32,-2.53,-2,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
10:13:03,0:00:09,P1,TK-045,PASS,MAC: A4C138055B42,PASS,3.26,3.25,0.11,3.26,PASS,3.63,3.58,0.14,3.59,PASS,2.78,2.73,0.13,2.75,PASS,PASS,32.6,33.7,31.3,2.18,2,0,PASS,33.2,34,32.2,2.28,-3,0,PASS,33.8,34.7,32.5,-3.01,-3,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
10:13:43,0:00:09,P1,TK-045,PASS,MAC: A4C138255842,PASS,3.35,3.35,0.11,3.35,PASS,3.77,3.77,0.14,3.77,PASS,2.81,2.81,0.14,2.81,PASS,PASS,26.4,27.4,25,-2.3,3,0,PASS,27,28.2,25.8,2.16,3,0,PASS,27.5,29,26.5,2.35,-3,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
10:14:18,0:00:09,P1,TK-045,PASS,MAC: A4C138955C42,PASS,3.08,3.08,0.11,3.08,PASS,3.90,3.90,0.14,3.90,PASS,2.81,2.80,0.14,2.80,PASS,PASS,33,33.8,32.1,1.88,-2,0,PASS,33.6,34.8,32.1,3.01,-3,0,PASS,34.2,35.4,33.4,-2.39,2,0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
10:14:56,0:00:09,P1,TK-045,FAIL,MAC: A4C138655472,FAIL,5.14,5.14,0.15,5.14,FAIL,5.75,5.74,0.19,5.74,FAIL,4.50,4.49,0.19,4.49,PASS,PASS,24.9,26.4,23.7,-1.91,-2,-2,PASS,25.4,26.7,24.4,2.5,-2,0,PASS,25.9,27.1,24.4,-2.55,-2,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
