开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
9:11:26,0:00:09,P2,TK-045,PASS,MAC: A4C138755233,PASS,-3.5,-3.5,0.13,-3.5,PASS,-1.9,-1.9,0.16,-1.9,PASS,-4.37,-4.38,0.17,-4.37,PASS,PASS,9.5,10.8,8.3,-2.45,2,0,PASS,9.7,11.1,8.7,2.49,2,0,PASS,10,11.3,9.2,2.6,3,1,PASS,PASS,22.4,PASS,3.8,PASS,29,PASS
9:14:59,0:00:10,P2,TK-045,PASS,MAC: A4C138755733,PASS,-2.97,-2.98,0.12,-2.98,PASS,-1.44,-1.45,0.16,-1.45,PASS,-3.77,-3.78,0.17,-3.78,PASS,PASS,14.2,15.7,12.7,-2.15,3,-1,PASS,14.5,15.6,13.1,-2.43,2,0,PASS,14.9,15.8,13.3,2.32,-2,0,PASS,PASS,11.8,PASS,1.8,PASS,11,PASS
9:15:49,0:00:09,P2,TK-045,PASS,MAC: A4C138655733,PASS,-3.98,-3.99,0.13,-3.98,PASS,-2.3,-2.3,0.16,-2.3,PASS,-4.63,-4.64,0.16,-4.63,PASS,PASS,19.1,20.1,18,2.13,3,0,PASS,19.5,20.9,18.4,2.97,3,0,PASS,19.9,21.5,17.9,2.78,-2,1,PASS,PASS,23,PASS,4.2,PASS,22,PASS
9:16:59,0:00:09,P2,TK-045,PASS,MAC: A4C138655E33,PASS,-3.7,-3.7,0.13,-3.7,PASS,-2.21,-2.22,0.16,-2.21,PASS,-4.3,-4.3,0.17,-4.3,PASS,PASS,19.5,20.2,18.1,2.02,2,0,PASS,19.8,21,18.6,3.22,3,0,PASS,20.3,21.3,18.9,2.37,3,1,PASS,PASS,26.2,PASS,5.2,PASS,22.6,PASS
9:17:43,0:00:09,P2,TK-045,PASS,MAC: A4C138155C33,PASS,-3.29,-3.3,0.12,-3.29,PASS,-1.72,-1.73,0.16,-1.72,PASS,-4.02,-4.03,0.16,-4.02,PASS,PASS,16.3,17.4,14.8,-2.15,3,0,PASS,16.6,17.5,15.5,3.16,2,1,PASS,17,18.3,15.6,2.85,3,0,PASS,PASS,14.2,PASS,1.2,PASS,13.8,PASS
9:18:39,0:00:09,P2,TK-045,PASS,MAC: A4C138755033,PASS,-3.19,-3.19,0.12,-3.19,PASS,-1.66,-1.67,0.17,-1.67,PASS,-3.89,-3.9,0.17,-3.9,PASS,PASS,17.9,18.7,16.9,-2.96,3,2,PASS,18.3,19.2,16.8,-2.37,3,2,PASS,18.7,20.4,17.6,-2.71,3,0,PASS,PASS,11.8,PASS,1.6,PASS,15.2,PASS
9:20:13,0:00:12,P2,TK-045,PASS,MAC: A4C138655633,PASS,-3.58,-3.59,0.12,-3.58,PASS,-2.04,-2.05,0.17,-2.05,PASS,-4.3,-4.3,0.17,-4.3,PASS,PASS,13.8,14.6,12.8,-1.82,2,1,PASS,14.1,15.2,12.9,2.72,3,1,PASS,14.4,15.7,13.2,-2.16,3,1,PASS,PASS,21.8,PASS,5.2,PASS,21.2,PASS
9:20:54,0:00:09,P2,TK-045,PASS,MAC: A4C138555A33,PASS,-3.11,-3.11,0.12,-3.11,PASS,-1.52,-1.53,0.16,-1.52,PASS,-3.82,-3.83,0.17,-3.82,PASS,PASS,17,18.3,15.8,-2.66,3,0,PASS,17.4,18.2,16.1,2.02,3,0,PASS,17.7,19,16.5,-2.3,2,1,PASS,PASS,14.6,PASS,1.4,PASS,14,PASS
9:21:33,0:00:09,P2,TK-045,PASS,MAC: A4C138655C33,PASS,-3.49,-3.5,0.12,-3.49,PASS,-1.98,-1.98,0.17,-1.98,PASS,-4.36,-4.36,0.17,-4.36,PASS,PASS,10.4,11.5,9.6,-1.94,2,0,PASS,10.6,11.4,9.5,2.37,-2,0,PASS,10.9,12,9.5,2.49,2,1,PASS,PASS,21,PASS,4.2,PASS,22,PASS
9:23:12,0:00:09,P2,TK-045,PASS,MAC: A4C138D55833,PASS,-3.25,-3.25,0.12,-3.25,PASS,-2.14,-2.15,0.17,-2.15,PASS,-4.72,-4.73,0.17,-4.72,PASS,PASS,16,18,14.8,2.28,3,1,PASS,16.3,17.5,15.1,2.59,3,1,PASS,16.7,17.9,15.3,-2.52,3,1,PASS,PASS,12.4,PASS,4.6,PASS,27.6,PASS
9:24:18,0:00:09,P2,TK-045,PASS,MAC: A4C138755F33,PASS,-3.47,-3.48,0.13,-3.47,PASS,-2.21,-2.21,0.17,-2.21,PASS,-4.59,-4.6,0.19,-4.6,PASS,PASS,16.7,18,15.7,2.71,2,0,PASS,17,19,15.5,-2.7,-2,0,PASS,17.4,18.1,16.1,2.28,2,0,PASS,PASS,21,PASS,6.8,PASS,27.4,PASS
9:24:56,0:00:09,P2,TK-045,PASS,MAC: A4C138D55633,PASS,-3.44,-3.45,0.13,-3.45,PASS,-2.17,-2.18,0.16,-2.18,PASS,-4.49,-4.49,0.18,-4.49,PASS,PASS,10.7,11.7,9.4,2.36,-3,-1,PASS,11,11.9,9.5,2.9,2,0,PASS,11.3,12.4,9.8,2.64,3,0,PASS,PASS,15.8,PASS,3.4,PASS,23.6,PASS
9:26:59,0:00:09,P2,TK-045,PASS,MAC: A4C138455933,PASS,-3.05,-3.06,0.13,-3.06,PASS,-2.07,-2.07,0.17,-2.07,PASS,-4.47,-4.48,0.18,-4.47,PASS,PASS,15,16.3,13.8,2.47,2,0,PASS,15.3,16.4,14.2,3.01,3,0,PASS,15.7,17.3,14.5,2.64,2,0,PASS,PASS,15.2,PASS,4.6,PASS,28,PASS
9:27:33,0:00:09,P2,TK-045,PASS,MAC: A4C138C55D33,PASS,-3.54,-3.57,0.14,-3.55,PASS,-2.36,-2.37,0.16,-2.37,PASS,-4.77,-4.78,0.19,-4.77,PASS,PASS,18.4,19.7,17.1,-2.65,2,0,PASS,18.8,20.1,17.7,2.32,2,1,PASS,19.2,20.7,18.1,2.4,2,0,PASS,PASS,20.2,PASS,5.6,PASS,27.4,PASS
9:30:19,0:00:09,P2,TK-045,PASS,MAC: A4C138555C33,PASS,-2.96,-2.97,0.13,-2.96,PASS,-1.76,-1.77,0.17,-1.77,PASS,-4.01,-4.02,0.17,-4.02,PASS,PASS,1.1,2,-0.1,2.12,-2,0,PASS,1.2,2.5,-0.7,2.3,3,0,PASS,1.3,2.4,-0.1,2.28,2,0,PASS,PASS,13.4,PASS,3.6,PASS,14.8,PASS
9:30:50,0:00:09,P2,TK-045,PASS,MAC: A4C138F55933,PASS,-3.26,-3.27,0.12,-3.26,PASS,-2.14,-2.15,0.16,-2.15,PASS,-4.37,-4.38,0.18,-4.38,PASS,PASS,8.3,9.3,7.1,-2.1,3,2,PASS,8.5,9.9,7.4,2.91,3,1,PASS,8.8,10.2,7.9,1.89,-2,0,PASS,PASS,15.6,PASS,5.2,PASS,22.4,PASS
9:31:57,0:00:09,P2,TK-045,PASS,MAC: A4C138C55E33,PASS,-3.47,-3.48,0.12,-3.47,PASS,-2.42,-2.42,0.17,-2.42,PASS,-4.72,-4.73,0.18,-4.72,PASS,PASS,8.2,9.2,6.8,2.27,-2,0,PASS,8.4,10.1,7.3,-2.08,3,0,PASS,8.6,10.2,7.6,2.86,-2,-1,PASS,PASS,17.8,PASS,3.6,PASS,28.6,PASS
9:32:35,0:00:09,P2,TK-045,PASS,MAC: A4C138D55433,PASS,-3.5,-3.5,0.13,-3.5,PASS,-2.37,-2.38,0.18,-2.37,PASS,-4.58,-4.59,0.17,-4.59,PASS,PASS,14.9,16.2,14.1,-2.16,2,0,PASS,15.2,16.4,13.7,2.28,2,0,PASS,15.6,16.8,14.5,2.58,-3,0,PASS,PASS,19.4,PASS,6.4,PASS,26.8,PASS
9:33:06,0:00:09,P2,TK-045,PASS,MAC: A4C138555633,PASS,-3.32,-3.32,0.12,-3.32,PASS,-2.19,-2.2,0.16,-2.2,PASS,-4.39,-4.39,0.17,-4.39,PASS,PASS,14,15.2,13.1,2.38,3,0,PASS,14.3,15.2,13.3,2.37,2,0,PASS,14.6,15.3,13.1,-2.85,-2,-1,PASS,PASS,14.8,PASS,5,PASS,19.4,PASS
