开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
04:00:49,0:00:13,P1,TK-045,PASS,MAC: A4C138B55F42,PASS,0.14,0.09,0.13,0.11,PASS,-0.82,-0.87,0.18,-0.83,PASS,-1.32,-1.37,0.13,-1.34,PASS,PASS,36.1,37,34.7,2.27,-2,-1,PASS,36.8,38,35.6,-2.75,-3,0,PASS,37.5,38.8,36.1,-2.53,-2,-1,PASS,PASS,0.000,PASS,0.600,PASS,0.400,PASS
04:01:32,0:00:10,P1,TK-045,PASS,MAC: A4C138B55442,PASS,1.25,1.25,0.13,1.25,PASS,0.25,0.25,0.15,0.25,PASS,-0.08,-0.09,0.13,-0.08,PASS,PASS,36.7,37.9,35.6,2.48,2,0,PASS,37.3,38.1,36,2.2,2,1,PASS,38.1,39.1,37.1,-2.6,2,0,PASS,PASS,0.200,PASS,0.200,PASS,0.200,PASS
04:02:07,0:00:09,P1,TK-045,PASS,MAC: A4C138B55742,PASS,0.82,0.81,0.13,0.82,PASS,-0.07,-0.07,0.16,-0.07,PASS,-0.38,-0.38,0.12,-0.38,PASS,PASS,37.7,38.8,37,2.75,-2,0,PASS,38.4,40.3,37.1,2.24,-3,-1,PASS,39.1,40.5,38.1,-2.48,-2,0,PASS,PASS,0.000,PASS,0.200,PASS,0.000,PASS
04:02:40,0:00:09,P1,TK-045,PASS,MAC: A4C138B55042,PASS,0.42,0.42,0.15,0.42,PASS,-0.54,-0.55,0.16,-0.54,PASS,-0.78,-0.83,0.13,-0.82,PASS,PASS,35.5,36.6,34.6,2.28,-3,0,PASS,36.2,37.8,35.1,-2.87,2,0,PASS,36.9,37.9,35.8,-2.25,2,1,PASS,PASS,0.400,PASS,0.000,PASS,0.000,PASS
04:03:12,0:00:09,P1,TK-045,PASS,MAC: A4C138B55142,PASS,0.39,0.38,0.14,0.38,PASS,-0.68,-0.68,0.16,-0.68,PASS,-0.87,-0.87,0.13,-0.87,PASS,PASS,34.2,35.1,33,-2.05,-2,0,PASS,34.8,35.8,34,2.19,-3,0,PASS,35.5,36.8,33.8,2.29,-3,0,PASS,PASS,0.200,PASS,0.400,PASS,0.400,PASS
04:03:46,0:00:09,P1,TK-045,PASS,MAC: A4C138B55542,PASS,0.44,0.44,0.13,0.44,PASS,-0.67,-0.67,0.17,-0.67,PASS,-1.14,-1.14,0.12,-1.14,PASS,PASS,38,39.1,37,-1.92,-2,-1,PASS,38.7,39.5,37.2,2.02,-2,0,PASS,39.4,41.1,38.4,2.68,-2,-1,PASS,PASS,0.000,PASS,0.000,PASS,1.400,PASS
04:04:28,0:00:13,P1,TK-045,PASS,MAC: A4C138B55342,PASS,0.22,0.22,0.13,0.22,PASS,-0.73,-0.74,0.16,-0.73,PASS,-0.91,-0.92,0.13,-0.92,PASS,PASS,38.1,39.7,37.2,-2.34,-2,0,PASS,38.8,39.8,37.6,2.24,-3,0,PASS,39.6,40.6,38.2,2.45,3,0,PASS,PASS,0.600,PASS,0.800,PASS,0.400,PASS
04:05:02,0:00:09,P1,TK-045,PASS,MAC: A4C138B55C42,PASS,0.08,0.08,0.14,0.08,PASS,-0.85,-0.85,0.17,-0.85,PASS,-1.18,-1.19,0.13,-1.18,PASS,PASS,37,37.7,36,-2.5,2,0,PASS,37.7,39,36.8,2.48,2,1,PASS,38.4,39.6,37.5,-2.24,-2,-1,PASS,PASS,0.400,PASS,0.400,PASS,0.600,PASS
04:05:33,0:00:09,P1,TK-045,PASS,MAC: A4C138B55242,PASS,0.54,0.54,0.13,0.54,PASS,-0.35,-0.35,0.17,-0.35,PASS,-0.82,-0.83,0.13,-0.83,PASS,PASS,31.7,33.1,30.7,-2.16,2,0,PASS,32.3,33.2,31.2,-2.46,-2,0,PASS,32.9,34.4,31.3,-2.57,3,0,PASS,PASS,0.000,PASS,0.200,PASS,0.000,PASS
04:06:03,0:00:10,P1,TK-045,PASS,MAC: A4C138B55E42,PASS,-0.09,-0.09,0.14,-0.09,PASS,-1.18,-1.18,0.17,-1.18,PASS,-1.62,-1.62,0.13,-1.62,PASS,PASS,34.4,35.4,33.5,-1.87,-3,0,PASS,35,35.9,33.7,2.26,-2,0,PASS,35.7,37.4,34.5,2.29,3,0,PASS,PASS,0.400,PASS,0.600,PASS,0.800,PASS
04:07:14,0:00:13,P1,TK-045,FAIL,MAC: A4C138B55F42,FAIL,5.15,5.10,0.17,5.12,FAIL,3.10,3.05,0.17,3.06,PASS,-0.60,-0.65,0.15,-0.63,PASS,PASS,35.4,36.9,34.1,-2.02,2,0,PASS,36.1,37.4,34.9,-2.22,2,0,PASS,36.8,38,35.8,-2.83,3,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS
04:07:49,0:00:09,P1,TK-045,PASS,MAC: A4C138B55F42,PASS,-0.06,-0.11,0.14,-0.10,PASS,-1.10,-1.15,0.17,-1.13,PASS,-1.55,-1.60,0.15,-1.58,PASS,PASS,35.5,36.5,34.3,-2.93,2,0,PASS,36.2,37.2,35,2.45,-2,0,PASS,36.9,38.3,35.3,2.73,2,1,PASS,PASS,0.200,PASS,0.200,PASS,0.800,PASS
06:09:03,0:00:09,P1,TK-045,PASS,MAC: A4C138355E42,PASS,0.33,0.32,0.13,0.32,PASS,-0.43,-0.44,0.16,-0.44,PASS,-0.93,-0.93,0.13,-0.93,PASS,PASS,30.4,31.5,29.6,-2.19,-3,-1,PASS,31,32.2,29.8,-2.73,2,0,PASS,31.6,32.8,30.5,-2.57,-3,0,PASS,PASS,0.400,PASS,0.800,PASS,0.200,PASS
06:09:34,0:00:09,P1,TK-045,PASS,MAC: A4C138355042,PASS,0.09,0.09,0.14,0.09,PASS,-0.86,-0.87,0.18,-0.86,PASS,-1.28,-1.28,0.13,-1.28,PASS,PASS,31.5,32.5,30.3,-2.46,-2,-1,PASS,32.1,34,31.3,-2.12,3,0,PASS,32.7,33.7,31.7,-2.8,3,0,PASS,PASS,0.200,PASS,0.200,PASS,0.400,PASS
06:10:11,0:00:09,P1,TK-045,PASS,MAC: A4C138355642,PASS,-0.35,-0.36,0.14,-0.36,PASS,-1.25,-1.25,0.16,-1.25,PASS,-1.68,-1.69,0.13,-1.68,PASS,PASS,39.4,40.3,38.5,2.34,-3,0,PASS,40.2,41,38.8,2.43,3,1,PASS,40.9,42.8,39.9,-2.41,3,1,PASS,PASS,0.200,PASS,0.600,PASS,0.600,PASS
06:10:44,0:00:09,P1,TK-045,PASS,MAC: A4C138B55872,PASS,0.16,0.15,0.13,0.15,PASS,-0.92,-0.93,0.17,-0.93,PASS,-1.46,-1.47,0.13,-1.46,PASS,PASS,32.7,34.3,31.5,2.51,-2,0,PASS,33.3,34.4,32,-2.94,-4,-2,PASS,34,35,32.3,-2.07,2,0,PASS,PASS,0.400,PASS,1.600,PASS,0.000,PASS
06:11:21,0:00:09,P1,TK-045,PASS,MAC: A4C138B55B72,PASS,0.23,0.22,0.15,0.22,PASS,-0.60,-0.60,0.17,-0.60,PASS,-1.13,-1.13,0.14,-1.13,PASS,PASS,32,32.7,30.8,2.32,2,0,PASS,32.6,33.6,31.5,2.17,-2,-1,PASS,33.2,33.9,32.1,-2.59,-3,-1,PASS,PASS,0.200,PASS,0.600,PASS,0.800,PASS
06:11:57,0:00:10,P1,TK-045,PASS,MAC: A4C138B55372,PASS,0.42,0.41,0.13,0.41,PASS,-0.68,-0.68,0.17,-0.68,PASS,-1.11,-1.12,0.14,-1.11,PASS,PASS,33.9,35.1,33,2.17,2,0,PASS,34.6,35.6,33.4,-2.77,-2,0,PASS,35.2,36.3,34.5,2.48,-3,0,PASS,PASS,0.000,PASS,0.400,PASS,0.400,PASS
06:12:26,0:00:09,P1,TK-045,PASS,MAC: A4C138255942,PASS,0.14,0.14,0.13,0.14,PASS,-0.73,-0.73,0.17,-0.73,PASS,-1.13,-1.13,0.13,-1.13,PASS,PASS,31.6,32.4,30.4,2.45,-3,0,PASS,32.1,33.2,30.6,-2.92,3,0,PASS,32.8,34,31.8,-2.25,-2,0,PASS,PASS,0.200,PASS,0.600,PASS,0.000,PASS
06:12:55,0:00:09,P1,TK-045,PASS,MAC: A4C138B55072,PASS,0.40,0.39,0.13,0.39,PASS,-0.43,-0.43,0.16,-0.43,PASS,-0.86,-0.86,0.13,-0.86,PASS,PASS,28.8,29.7,27.7,-2.69,2,0,PASS,29.3,30.3,28.3,2.37,2,0,PASS,29.9,31.1,28.4,-2.99,3,1,PASS,PASS,0.200,PASS,0.200,PASS,0.400,PASS
06:14:55,0:00:09,P1,TK-045,PASS,MAC: A4C138355342,PASS,0.17,0.17,0.14,0.17,PASS,-0.65,-0.66,0.17,-0.65,PASS,-1.03,-1.04,0.13,-1.03,PASS,PASS,33.9,34.9,33.1,2.38,3,1,PASS,34.5,35.5,33.6,-2.62,-3,0,PASS,35.2,36.9,33.9,2.4,2,0,PASS,PASS,0.200,PASS,0.200,PASS,0.400,PASS
06:15:29,0:00:09,P1,TK-045,PASS,MAC: A4C138355142,PASS,0.01,0.00,0.14,0.01,PASS,-0.97,-0.98,0.16,-0.98,PASS,-1.19,-1.20,0.14,-1.19,PASS,PASS,32,32.8,30.9,-2.18,-2,0,PASS,32.6,33.2,31.6,-2.21,-2,0,PASS,33.2,34.3,32.3,-2.92,-2,-1,PASS,PASS,0.200,PASS,1.000,PASS,0.000,PASS
06:16:00,0:00:10,P1,TK-045,PASS,MAC: A4C138355442,PASS,0.37,0.37,0.13,0.37,PASS,-0.59,-0.60,0.16,-0.60,PASS,-0.91,-0.91,0.13,-0.91,PASS,PASS,36.4,37.3,34.9,-3.03,-3,-2,PASS,37.1,38.1,36.2,2.11,2,0,PASS,37.7,39.2,36.5,2.26,2,0,PASS,PASS,0.200,PASS,0.200,PASS,0.200,PASS
06:16:35,0:00:09,P1,TK-045,PASS,MAC: A4C138355542,PASS,-0.40,-0.40,0.13,-0.40,PASS,-1.15,-1.15,0.16,-1.15,PASS,-1.47,-1.48,0.13,-1.47,PASS,PASS,35.3,37.1,34.1,-2.45,3,0,PASS,36,36.7,34.8,2.68,2,1,PASS,36.6,38.2,35.7,2.2,3,0,PASS,PASS,0.400,PASS,0.600,PASS,0.600,PASS
06:17:09,0:00:09,P1,TK-045,PASS,MAC: A4C138355742,PASS,0.22,0.22,0.13,0.22,PASS,-0.68,-0.68,0.16,-0.68,PASS,-1.11,-1.12,0.14,-1.11,PASS,PASS,29.7,30.6,28.6,2.67,-2,-1,PASS,30.3,31.4,29.2,2.73,3,0,PASS,30.9,32.1,29.9,-2.45,2,0,PASS,PASS,0.000,PASS,0.400,PASS,0.200,PASS
06:17:40,0:00:09,P1,TK-045,PASS,MAC: A4C138355242,PASS,0.37,0.36,0.13,0.37,PASS,-0.50,-0.51,0.16,-0.51,PASS,-1.00,-1.01,0.13,-1.00,PASS,PASS,30.1,30.8,29.4,-2.3,2,0,PASS,30.7,31.5,29.8,2.13,2,0,PASS,31.3,32.5,30.4,2.44,-3,0,PASS,PASS,0.400,PASS,0.200,PASS,0.200,PASS
06:18:10,0:00:09,P1,TK-045,PASS,MAC: A4C138B55A72,PASS,0.10,0.10,0.13,0.10,PASS,-0.77,-0.77,0.16,-0.77,PASS,-1.21,-1.21,0.14,-1.21,PASS,PASS,34.4,35.2,33.4,-2.78,-2,0,PASS,35,36.8,33.8,-2.81,-3,0,PASS,35.7,37.3,34.4,2.49,2,0,PASS,PASS,0.000,PASS,0.400,PASS,0.400,PASS
06:18:48,0:00:09,P1,TK-045,PASS,MAC: A4C138B55C72,PASS,0.36,0.35,0.13,0.36,PASS,-0.49,-0.50,0.16,-0.49,PASS,-1.04,-1.05,0.14,-1.05,PASS,PASS,33.6,34.7,32.4,-2.03,2,1,PASS,34.2,35.3,33,-2.83,2,0,PASS,34.9,36.3,33.3,2.05,3,0,PASS,PASS,0.000,PASS,0.400,PASS,0.200,PASS
06:19:20,0:00:09,P1,TK-045,PASS,MAC: A4C138055742,PASS,0.22,0.21,0.14,0.21,PASS,-0.70,-0.70,0.16,-0.70,PASS,-1.17,-1.17,0.13,-1.17,PASS,PASS,40.5,41.5,39.3,2.07,-2,0,PASS,41.3,42.8,40.3,-2.07,2,1,PASS,42.1,43.3,40.5,-2.55,2,-1,PASS,PASS,0.400,PASS,2.000,PASS,0.600,PASS
06:19:50,0:00:09,P1,TK-045,PASS,MAC: A4C138C55142,PASS,0.34,0.34,0.14,0.34,PASS,-0.94,-0.94,0.16,-0.94,PASS,-1.42,-1.43,0.13,-1.42,PASS,PASS,33.3,34.4,32,2.1,2,0,PASS,33.9,34.6,32.7,-2.26,-2,-1,PASS,34.6,35.8,33.3,2.07,-2,0,PASS,PASS,0.600,PASS,0.800,PASS,0.400,PASS
06:20:19,0:00:09,P1,TK-045,PASS,MAC: A4C138C55D42,PASS,0.07,0.07,0.13,0.07,PASS,-0.84,-0.85,0.16,-0.84,PASS,-1.19,-1.19,0.13,-1.19,PASS,PASS,34.7,36,33.6,3.26,3,0,PASS,35.3,36.4,34.3,-2.45,-3,0,PASS,36,37.2,35.1,-2.32,-2,-1,PASS,PASS,0.200,PASS,0.400,PASS,0.000,PASS
06:20:48,0:00:09,P1,TK-045,PASS,MAC: A4C138055642,PASS,0.03,0.03,0.13,0.03,PASS,-1.04,-1.05,0.17,-1.04,PASS,-1.55,-1.55,0.14,-1.55,PASS,PASS,38.6,39.8,37.9,-1.9,-2,0,PASS,39.3,40.8,38,-2.32,-2,-1,PASS,40.1,41,39.2,-2.77,2,0,PASS,PASS,0.400,PASS,1.400,PASS,1.000,PASS
06:21:19,0:00:09,P1,TK-045,PASS,MAC: A4C138C55042,PASS,0.15,0.14,0.13,0.15,PASS,-1.01,-1.01,0.17,-1.01,PASS,-1.39,-1.39,0.13,-1.39,PASS,PASS,34.7,35.9,33.8,2.23,2,0,PASS,35.3,37.1,33.7,2.05,-2,-1,PASS,36,36.8,35.1,2.34,2,1,PASS,PASS,0.000,PASS,0.600,PASS,0.600,PASS
06:21:48,0:00:09,P1,TK-045,PASS,MAC: A4C138755942,PASS,-0.06,-0.07,0.14,-0.06,PASS,-1.21,-1.21,0.17,-1.21,PASS,-1.57,-1.57,0.14,-1.57,PASS,PASS,29.4,30.5,28.4,-2.2,-2,-1,PASS,30,31.1,28.6,2.45,3,0,PASS,30.6,31.3,29.4,-2.13,2,0,PASS,PASS,0.400,PASS,0.400,PASS,0.400,PASS
06:22:20,0:00:09,P1,TK-045,PASS,MAC: A4C138C55F42,PASS,0.37,0.36,0.13,0.37,PASS,-0.44,-0.45,0.16,-0.44,PASS,-0.75,-0.75,0.13,-0.75,PASS,PASS,28.1,29.1,26.9,2.02,2,0,PASS,28.6,29.7,27.8,2.42,2,0,PASS,29.1,30.1,27.2,2.93,-2,0,PASS,PASS,0.400,PASS,0.200,PASS,0.200,PASS
06:22:54,0:00:09,P1,TK-045,PASS,MAC: A4C138C55342,PASS,0.25,0.25,0.13,0.25,PASS,-0.88,-0.88,0.16,-0.88,PASS,-1.14,-1.14,0.13,-1.14,PASS,PASS,34.5,35.5,33.4,-2.75,-2,0,PASS,35.1,36.2,34.1,-2.21,-2,0,PASS,35.8,36.8,34.5,-2.58,3,0,PASS,PASS,0.000,PASS,0.600,PASS,0.800,PASS
06:23:34,0:00:09,P1,TK-045,PASS,MAC: A4C138755842,PASS,-0.12,-0.17,0.14,-0.13,PASS,-0.94,-0.95,0.17,-0.95,PASS,-1.04,-1.09,0.13,-1.06,PASS,PASS,31.7,32.7,30.6,1.97,-2,0,PASS,32.3,33.5,30.9,2.56,2,-1,PASS,32.9,34.1,32.1,-3.09,-2,-1,PASS,PASS,0.600,PASS,0.600,PASS,0.400,PASS
06:24:22,0:00:09,P1,TK-045,PASS,MAC: A4C138C55242,PASS,0.57,0.57,0.13,0.57,PASS,-0.42,-0.42,0.16,-0.42,PASS,-0.63,-0.63,0.13,-0.63,PASS,PASS,32.4,33.6,31.7,2.62,-3,0,PASS,33,34.2,32.2,2.35,2,1,PASS,33.7,34.8,32.7,-2.8,-2,0,PASS,PASS,0.800,PASS,0.600,PASS,0.200,PASS
06:24:53,0:00:09,P1,TK-045,PASS,MAC: A4C138155742,PASS,0.14,0.13,0.14,0.13,PASS,-0.75,-0.76,0.18,-0.76,PASS,-0.99,-1.04,0.13,-0.99,PASS,PASS,32.8,34.1,31.5,-2,2,1,PASS,33.4,34.6,33,2.21,-2,0,PASS,34.1,35.3,32.9,-2.35,2,2,PASS,PASS,0.000,PASS,0.000,PASS,0.200,PASS
06:28:49,0:00:09,P1,TK-045,PASS,MAC: A4C138155E42,PASS,-0.23,-0.24,0.14,-0.23,PASS,-1.22,-1.22,0.16,-1.22,PASS,-1.62,-1.62,0.14,-1.62,PASS,PASS,31.5,32.7,30.3,2.22,-2,0,PASS,32.1,34.2,31.1,-2.43,-3,-1,PASS,32.7,33.8,31.5,-2.74,-3,0,PASS,PASS,0.000,PASS,1.000,PASS,0.400,PASS
06:29:23,0:00:09,P1,TK-045,PASS,MAC: A4C138155F42,PASS,0.09,0.09,0.13,0.09,PASS,-0.79,-0.79,0.16,-0.79,PASS,-1.12,-1.12,0.13,-1.12,PASS,PASS,35.2,36.3,33.5,-2.71,2,0,PASS,35.8,36.9,34.8,-2.92,-3,0,PASS,36.5,37.7,35.4,2.16,-2,-1,PASS,PASS,0.000,PASS,0.400,PASS,0.800,PASS
06:29:51,0:00:09,P1,TK-045,PASS,MAC: A4C138155142,PASS,0.26,0.26,0.14,0.26,PASS,-0.72,-0.72,0.16,-0.72,PASS,-0.86,-0.87,0.13,-0.86,PASS,PASS,31.5,32.7,30.4,2.34,-2,-1,PASS,32.1,33.1,31.3,2.25,-3,-1,PASS,32.7,33.6,31.7,-2.23,3,0,PASS,PASS,0.200,PASS,0.600,PASS,0.600,PASS
06:30:21,0:00:10,P1,TK-045,PASS,MAC: A4C138155042,PASS,0.79,0.78,0.13,0.78,PASS,-0.22,-0.22,0.16,-0.22,PASS,-0.47,-0.47,0.12,-0.47,PASS,PASS,35.2,36.3,34.3,-2.22,-3,-1,PASS,35.9,36.7,34.5,2.28,2,0,PASS,36.6,37.8,35.3,2.63,-2,0,PASS,PASS,0.400,PASS,0.600,PASS,0.000,PASS
06:30:56,0:00:09,P1,TK-045,PASS,MAC: A4C138755242,PASS,-0.48,-0.48,0.14,-0.48,PASS,-1.51,-1.51,0.17,-1.51,PASS,-1.77,-1.77,0.14,-1.77,PASS,PASS,32.1,33.4,30.2,2.07,2,1,PASS,32.7,33.9,31.9,2.42,2,0,PASS,33.3,34.6,32.2,-2.14,2,0,PASS,PASS,1.000,PASS,1.200,PASS,0.800,PASS
06:31:28,0:00:09,P1,TK-045,PASS,MAC: A4C138755042,PASS,0.15,0.15,0.13,0.15,PASS,-0.65,-0.65,0.17,-0.65,PASS,-0.88,-0.89,0.14,-0.89,PASS,PASS,34.2,35.8,33.3,-2.5,2,0,PASS,34.8,35.7,33.7,2.81,-3,-1,PASS,35.5,36.7,34.3,2.55,3,0,PASS,PASS,0.200,PASS,0.000,PASS,0.200,PASS
06:32:01,0:00:09,P1,TK-045,PASS,MAC: A4C138755B42,PASS,-0.19,-0.19,0.14,-0.19,PASS,-1.19,-1.20,0.18,-1.19,PASS,-1.31,-1.32,0.13,-1.31,PASS,PASS,31.8,32.5,30.7,2.26,3,0,PASS,32.4,33.4,31.1,2.2,-2,0,PASS,33,34,31.9,-2.27,3,2,PASS,PASS,0.600,PASS,0.200,PASS,0.000,PASS
06:32:31,0:00:09,P1,TK-045,PASS,MAC: A4C138755342,PASS,-0.21,-0.25,0.14,-0.22,PASS,-1.23,-1.28,0.17,-1.26,PASS,-1.40,-1.45,0.13,-1.41,PASS,PASS,34,34.8,32.3,2.81,2,1,PASS,34.6,35.6,33.6,2.32,2,0,PASS,35.3,36.5,33.9,2.48,-2,0,PASS,PASS,0.200,PASS,1.000,PASS,0.200,PASS
