开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
15:54:48,0:00:13,P2,TK-045,PASS,MAC: A4C138055123,PASS,-1.23,-1.24,0.15,-1.24,PASS,-0.99,-1.00,0.16,-1.00,PASS,-1.28,-1.29,0.14,-1.28,PASS,PASS,11.4,12.4,10.2,-2.14,2,0,PASS,11.6,12.6,10.6,-2.77,2,0,PASS,12,13.6,11.4,2.63,3,2,PASS,PASS,1.000,PASS,1.800,PASS,1.000,PASS
16:45:09,0:00:09,P2,TK-045,PASS,MAC: A4C138655B33,PASS,-1.47,-1.48,0.16,-1.47,PASS,-0.87,-0.87,0.15,-0.87,PASS,-1.43,-1.44,0.14,-1.44,PASS,PASS,0,1,-1.2,2.25,-3,0,PASS,0.1,1.1,-1,3.17,2,0,PASS,0.2,1.1,-0.7,-2.45,3,1,PASS,PASS,2.000,PASS,1.200,PASS,0.600,PASS
16:50:14,0:00:09,P2,TK-045,PASS,MAC: A4C138655B33,PASS,-1.56,-1.56,0.13,-1.56,PASS,-1.09,-1.10,0.16,-1.10,PASS,-1.70,-1.70,0.14,-1.70,PASS,PASS,1.3,3.1,-0.2,-2.89,2,1,PASS,1.5,2.5,-0.1,-2.46,2,0,PASS,1.6,2.6,-0.2,2.27,-2,1,PASS,PASS,1.400,PASS,0.600,PASS,0.400,PASS
16:51:29,0:00:09,P2,TK-045,PASS,MAC: A4C138455523,PASS,-1.67,-1.67,0.14,-1.67,PASS,-1.48,-1.49,0.16,-1.48,PASS,-1.84,-1.85,0.14,-1.84,PASS,PASS,6.6,7.6,5.6,-1.94,2,0,PASS,6.8,8.1,6,2.32,2,2,PASS,7,8.5,5.5,-2.56,2,0,PASS,PASS,2.200,PASS,2.200,PASS,0.600,PASS
16:55:45,0:00:09,P2,TK-045,PASS,MAC: A4C138555833,PASS,0.47,0.47,0.13,0.47,PASS,-0.10,-0.10,0.16,-0.10,PASS,-1.20,-1.20,0.15,-1.20,PASS,PASS,8.2,9.3,6.8,-2.01,3,1,PASS,8.4,9.8,7.4,-2.35,3,0,PASS,8.7,10,7.7,2.07,-2,0,PASS,PASS,0.000,PASS,0.800,PASS,1.000,PASS
17:03:47,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-0.16,-0.16,0.13,-0.16,PASS,-0.62,-0.62,0.17,-0.62,PASS,-1.93,-1.94,0.15,-1.94,PASS,PASS,9.8,11,8.8,-2.21,2,0,PASS,10,11.1,9,-1.9,3,1,PASS,10.3,12,8.8,2.23,2,0,PASS,FAIL,97.600,FAIL,99.800,FAIL,98.600,FAIL
17:04:13,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-0.51,-0.52,0.14,-0.51,PASS,-0.74,-0.74,0.16,-0.74,PASS,-2.04,-2.04,0.16,-2.04,PASS,PASS,10,11,8.8,2.13,-2,0,PASS,10.3,11.2,9.2,2.41,3,1,PASS,10.5,11.7,9,2.09,2,1,PASS,FAIL,97.800,FAIL,99.400,FAIL,79.400,FAIL
17:04:50,0:00:09,P2,TK-045,PASS,MAC: A4C138455123,PASS,-0.46,-0.47,0.13,-0.46,PASS,-0.53,-0.53,0.15,-0.53,PASS,-1.71,-1.71,0.15,-1.71,PASS,PASS,11.8,13.3,10.7,-2.17,-2,-1,PASS,12,13.2,10.7,-2.6,3,1,PASS,12.3,13.5,11,-2.15,-2,0,PASS,PASS,0.800,PASS,0.600,PASS,1.600,PASS
17:05:25,0:00:09,P2,TK-045,PASS,MAC: A4C138455E23,PASS,-0.60,-0.61,0.13,-0.61,PASS,-0.57,-0.57,0.16,-0.57,PASS,-1.80,-1.80,0.15,-1.80,PASS,PASS,8.9,10,7.7,-2.84,-3,0,PASS,9.1,10.1,8,-2.41,-2,1,PASS,9.3,10.3,8.5,2.62,3,0,PASS,PASS,0.600,PASS,0.600,PASS,3.200,PASS
17:06:03,0:00:09,P2,TK-045,PASS,MAC: A4C138055123,PASS,0.20,0.20,0.13,0.20,PASS,-1.16,-1.16,0.17,-1.16,PASS,-2.65,-2.65,0.15,-2.65,PASS,PASS,11.1,12.8,9.9,-2.21,-2,1,PASS,11.4,12.9,10.3,-2.44,2,0,PASS,11.7,12.6,10.3,2.05,2,0,PASS,PASS,0.600,PASS,1.400,PASS,5.000,PASS
17:06:36,0:00:09,P2,TK-045,PASS,MAC: A4C138455423,PASS,-1.16,-1.17,0.15,-1.17,PASS,-2.10,-2.11,0.18,-2.10,PASS,-3.42,-3.43,0.17,-3.43,PASS,PASS,14.6,15.9,12.9,2.38,3,0,PASS,14.9,16.6,13.3,-2.72,-3,1,PASS,15.2,16.3,14.4,3.22,3,0,PASS,PASS,2.400,PASS,3.400,PASS,10.000,PASS
17:07:14,0:00:09,P2,TK-045,PASS,MAC: A4C138455F23,PASS,-1.32,-1.33,0.15,-1.32,PASS,-2.26,-2.27,0.17,-2.27,PASS,-3.54,-3.56,0.17,-3.55,PASS,PASS,8.9,10.1,7.7,-2.41,3,0,PASS,9.1,10.4,8,-2.62,-3,1,PASS,9.3,10.2,8.2,2.55,-2,0,PASS,PASS,1.600,PASS,5.000,PASS,12.400,PASS
