
16:06:01,0:00:11,P1,TK-045,PASS,MAC: A4C1385552F3,PASS,0.93,0.92,0.16,0.93,PASS,-3.93,-3.93,0.16,-3.93,PASS,-1.64,-1.65,0.12,-1.64,PASS,PASS,35.6,36.9,34.6,-1.85,2,0,PASS,36.2,37.6,34.6,-2.42,3,2,PASS,36.9,38.4,35.7,2.55,3,0,PASS,PASS,0.200,PASS,0.200,PASS,0.000,PASS,
16:06:37,0:00:10,P1,TK-045,PASS,MAC: A4C1381558F3,PASS,0.59,0.54,0.17,0.57,PASS,-3.75,-3.80,0.16,-3.77,PASS,-1.75,-1.79,0.14,-1.78,PASS,PASS,39.8,41,39,1.92,2,0,PASS,40.5,41.8,39.3,2.25,3,0,PASS,41.2,41.9,40.1,-2.05,2,1,PASS,PASS,0.800,PASS,0.800,PASS,0.000,PASS,
16:09:41,0:00:10,P1,TK-045,PASS,MAC: A4C138155BF3,PASS,0.98,0.93,0.16,0.98,PASS,-3.60,-3.65,0.15,-3.61,PASS,-1.40,-1.45,0.13,-1.40,PASS,PASS,37.2,38.3,36.2,2.62,2,0,PASS,37.8,39,36.5,2.44,-3,0,PASS,38.6,39.7,37.6,3.08,-3,0,PASS,PASS,0.600,PASS,0.000,PASS,0.000,PASS,
16:10:26,0:00:10,P1,TK-045,PASS,MAC: A4C1386556F3,PASS,0.92,0.91,0.16,0.91,PASS,-3.68,-3.69,0.16,-3.68,PASS,-1.59,-1.60,0.13,-1.60,PASS,PASS,32.5,33.7,31.4,1.86,3,1,PASS,33.1,34.7,31.6,2.6,3,1,PASS,33.7,34.5,32.6,2.33,2,1,PASS,PASS,0.200,PASS,0.800,PASS,0.000,PASS,
16:11:00,0:00:10,P1,TK-045,PASS,MAC: A4C1382552F3,PASS,0.72,0.71,0.16,0.72,PASS,-3.77,-3.78,0.15,-3.78,PASS,-1.66,-1.66,0.12,-1.66,PASS,PASS,37.6,38.8,36.5,-1.83,-2,0,PASS,38.3,39.3,37.6,-2.75,4,1,PASS,39,40.1,37.7,-2.98,3,1,PASS,PASS,0.400,PASS,0.200,PASS,0.000,PASS,
16:11:32,0:00:11,P1,TK-045,PASS,MAC: A4C1381559F3,PASS,0.92,0.92,0.16,0.92,PASS,-3.65,-3.65,0.15,-3.65,PASS,-1.65,-1.66,0.12,-1.65,PASS,PASS,35.1,35.8,33.9,2.19,3,1,PASS,35.7,36.6,34.5,-2.29,3,2,PASS,36.4,37.6,34.6,2.86,3,1,PASS,PASS,0.600,PASS,0.600,PASS,0.000,PASS,
16:12:06,0:00:10,P1,TK-045,PASS,MAC: A4C1382554F3,PASS,1.27,1.22,0.15,1.23,PASS,-3.30,-3.35,0.16,-3.34,PASS,-1.17,-1.21,0.15,-1.20,PASS,PASS,38.1,39.1,37.4,2.31,4,1,PASS,38.8,40,37.5,2.61,3,1,PASS,39.5,40.8,38.1,2.41,3,2,PASS,PASS,0.200,PASS,0.400,PASS,0.000,PASS,
16:12:38,0:00:11,P1,TK-045,PASS,MAC: A4C1381555F3,PASS,0.78,0.78,0.16,0.78,PASS,-3.58,-3.58,0.16,-3.58,PASS,-1.57,-1.58,0.13,-1.57,PASS,PASS,27.6,28.7,25,3.17,-3,-1,PASS,28.1,29,26.5,2.77,-2,0,PASS,28.7,29.7,27.6,2.88,2,0,PASS,PASS,0.200,PASS,0.200,PASS,0.000,PASS,
16:13:08,0:00:11,P1,TK-045,PASS,MAC: A4C1382555F3,PASS,1.06,1.01,0.16,1.05,PASS,-3.36,-3.40,0.15,-3.36,PASS,-1.22,-1.22,0.13,-1.22,PASS,PASS,36.6,38,35.4,2.14,-2,-1,PASS,37.2,38.5,36.3,2.09,2,0,PASS,37.9,39.1,36.7,-1.9,-2,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
16:13:42,0:00:10,P1,TK-045,PASS,MAC: A4C1388553C3,PASS,0.98,0.98,0.16,0.98,PASS,-3.53,-3.54,0.15,-3.53,PASS,-1.39,-1.40,0.12,-1.39,PASS,PASS,26.9,28.1,24.3,2.7,4,0,PASS,27.4,28.5,26.5,-2.48,3,1,PASS,27.9,29.4,27,-2.52,3,2,PASS,PASS,0.200,PASS,0.400,PASS,0.000,PASS,
16:17:27,0:00:10,P1,TK-045,PASS,MAC: A4C1381555F3,PASS,0.80,0.80,0.16,0.80,PASS,-3.72,-3.72,0.16,-3.72,PASS,-1.65,-1.65,0.14,-1.65,PASS,PASS,27.5,28.4,26.6,-2.48,-2,0,PASS,28.1,29.2,27.2,-2.61,-3,-1,PASS,28.6,29.6,27.9,-2.24,2,2,PASS,PASS,0.200,PASS,0.200,PASS,0.000,PASS,
17:46:22,0:00:11,P1,TK-045,PASS,MAC: A4C1382554F3,PASS,1.14,1.13,0.16,1.13,PASS,-3.63,-3.63,0.15,-3.63,PASS,-1.41,-1.46,0.13,-1.46,PASS,PASS,37.3,38.2,36.1,2.01,3,0,PASS,38,39.3,36.8,-2.05,3,1,PASS,38.7,40.3,37.3,-2.59,3,1,PASS,PASS,0.200,PASS,0.200,PASS,0.000,PASS,
18:16:34,0:00:09,P1,TK-045,PASS,MAC: A4C138F55FE3,PASS,-3.67,-3.68,0.17,-3.68,PASS,-3.52,-3.52,0.15,-3.52,PASS,-1.33,-1.33,0.13,-1.33,PASS,PASS,31.9,33.2,31,2.61,-2,0,PASS,32.5,33.1,31.7,-2.01,3,0,PASS,33.2,34.2,31.4,2.55,3,2,PASS,PASS,-1.600,PASS,21.000,PASS,1.000,PASS,
18:18:12,0:00:10,P1,TK-045,PASS,MAC: A4C138F55FE3,PASS,-3.64,-3.65,0.17,-3.64,PASS,-3.47,-3.47,0.15,-3.47,PASS,-1.26,-1.27,0.13,-1.27,PASS,PASS,31.8,33,31,-2.1,-2,0,PASS,32.4,33.6,31.4,2.28,2,1,PASS,33,34.4,32,2.35,2,0,PASS,PASS,8.600,PASS,22.000,PASS,0.000,PASS,
18:18:48,0:00:09,P1,TK-045,PASS,MAC: A4C1388556C3,PASS,-3.34,-3.39,0.17,-3.39,PASS,-3.27,-3.31,0.14,-3.30,PASS,-1.15,-1.16,0.14,-1.15,PASS,PASS,26.6,27.8,25.6,2.16,3,0,PASS,27.2,28.2,25.8,2.27,2,0,PASS,27.7,28.9,26.7,2.01,2,1,PASS,PASS,3.000,PASS,15.600,PASS,0.600,PASS,
18:21:03,0:00:09,P1,TK-045,PASS,MAC: A4C138F55FE3,PASS,-3.61,-3.62,0.16,-3.61,PASS,-3.54,-3.55,0.15,-3.55,PASS,-1.36,-1.36,0.13,-1.36,PASS,PASS,31.8,32.7,30.8,-2.52,3,0,PASS,32.3,33.5,31.2,3.09,3,1,PASS,33,34.1,31.4,2.19,-2,0,PASS,PASS,-2.000,PASS,4.000,PASS,0.800,PASS,
18:22:09,0:00:09,P1,TK-045,PASS,MAC: A4C1388556C3,PASS,-3.48,-3.53,0.16,-3.52,PASS,-3.31,-3.31,0.14,-3.31,PASS,-1.07,-1.12,0.12,-1.11,PASS,PASS,26.7,27.6,25.5,-2.4,3,1,PASS,27.2,28.2,26.2,-2.17,2,0,PASS,27.7,28.4,26.1,-2.07,2,2,PASS,PASS,3.800,PASS,11.200,PASS,0.800,PASS,
19:59:10,0:00:09,P1,TK-045,PASS,MAC: A4C1382554F3,PASS,-3.11,-3.11,0.16,-3.11,PASS,-3.09,-3.09,0.14,-3.09,PASS,-0.96,-0.96,0.12,-0.96,PASS,PASS,39.9,40.9,38.3,2.33,-3,-1,PASS,40.7,41.8,39,3.06,3,0,PASS,41.4,42.4,40.4,2.3,-2,0,PASS,PASS,13.400,PASS,15.200,PASS,0.800,PASS,
