开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
2023-04-11 10:53:46,6.7,P1,TK-045,FAIL,A4C138755335,FAIL,0.00,0.00,0.00,0.00,FAIL,0.00,0.00,0.00,0.00,FAIL,0.00,0.00,0.00,0.00,FAIL,FAIL,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,FAIL,0.000,FAIL,0.000,FAIL,0.000,FAIL
2023-04-11 10:57:43,7.1,P1,TK-045,PASS,A4C138755335,PASS,2.17,2.17,0.11,2.17,PASS,2.18,2.17,0.11,2.17,PASS,0.76,0.76,0.13,0.76,PASS,PASS,18.4,20.7,16.0,3.943,-3.0,-1.0,PASS,18.7,20.9,16.2,-3.464,-4.0,-1.0,PASS,19.1,21.9,17.1,3.021,-4.0,-1.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 10:58:26,7.1,P1,TK-045,PASS,A4C138755135,PASS,1.65,1.60,0.12,1.61,PASS,1.75,1.70,0.11,1.71,PASS,0.55,0.50,0.13,0.51,PASS,PASS,23.0,26.1,20.9,-3.421,-4.0,-3.0,PASS,23.5,26.1,21.2,-3.329,4.0,-1.0,PASS,24.0,26.6,21.6,-3.314,-3.0,0.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 10:59:23,7.1,P1,TK-045,PASS,A4C138555935,PASS,2.49,2.49,0.11,2.49,PASS,2.66,2.65,0.10,2.65,PASS,1.68,1.68,0.12,1.68,PASS,PASS,17.9,20.7,15.6,3.061,-3.0,-2.0,PASS,18.2,20.5,15.6,3.25,-3.0,-1.0,PASS,18.6,20.8,16.0,3.32,-3.0,0.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 10:59:54,7.1,P1,TK-045,PASS,A4C138055535,PASS,0.86,0.86,0.12,0.86,PASS,0.85,0.84,0.11,0.84,PASS,-0.34,-0.35,0.13,-0.34,PASS,PASS,30.6,33.1,27.7,-4.584,-4.0,-1.0,PASS,31.2,33.7,29.0,3.168,-4.0,-2.0,PASS,31.8,34.0,29.9,2.783,-3.0,-1.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:00:22,7.1,P1,TK-045,PASS,A4C138655C35,PASS,0.24,0.23,0.14,0.23,PASS,0.38,0.37,0.13,0.38,PASS,-0.47,-0.48,0.13,-0.47,PASS,PASS,28.4,31.3,25.5,4.16,-4.0,0.0,PASS,28.9,30.8,26.3,-2.924,-3.0,-2.0,PASS,29.4,31.8,26.8,3.577,-5.0,0.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:00:58,7.1,P1,TK-045,PASS,A4C138055635,PASS,0.43,0.42,0.12,0.43,PASS,0.41,0.41,0.11,0.41,PASS,-0.53,-0.54,0.13,-0.54,PASS,PASS,24.9,27.2,22.3,3.116,-5.0,-1.0,PASS,25.4,27.8,22.9,-3.253,3.0,1.0,PASS,25.9,28.7,23.0,3.68,-4.0,-1.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:01:26,7.1,P1,TK-045,PASS,A4C138655835,PASS,0.58,0.58,0.13,0.58,PASS,-0.11,-0.11,0.12,-0.11,PASS,-1.14,-1.14,0.16,-1.14,PASS,PASS,15.4,18.1,13.2,3.32,-4.0,-1.0,PASS,15.7,19.2,13.1,3.635,-5.0,-3.0,PASS,16.0,18.4,13.8,-3.156,-4.0,0.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:01:54,7.1,P1,TK-045,PASS,A4C138755835,PASS,0.76,0.75,0.12,0.76,PASS,0.15,0.14,0.12,0.14,PASS,-0.81,-0.82,0.14,-0.81,PASS,PASS,29.0,31.4,26.6,3.195,-4.0,-2.0,PASS,29.5,32.0,27.5,-3.5,4.0,-1.0,PASS,30.1,32.1,27.8,3.314,-3.0,-2.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:02:22,7.1,P1,TK-045,PASS,A4C138655935,PASS,0.79,0.78,0.14,0.79,PASS,0.03,0.02,0.12,0.02,PASS,-0.95,-0.96,0.14,-0.96,PASS,PASS,21.7,23.9,19.3,3.192,-4.0,-3.0,PASS,22.1,23.9,19.9,-2.872,-3.0,-2.0,PASS,22.6,25.3,20.0,3.293,-4.0,-2.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:03:20,7.1,P1,TK-045,PASS,A4C138055735,PASS,0.52,0.51,0.13,0.52,PASS,0.35,0.35,0.12,0.35,PASS,-0.46,-0.47,0.13,-0.46,PASS,PASS,23.9,26.2,21.6,-3.445,-4.0,-2.0,PASS,24.4,27.2,22.2,-3.171,-5.0,-1.0,PASS,24.9,27.3,22.2,3.625,-4.0,-2.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:03:49,7.1,P1,TK-045,PASS,A4C138655D35,PASS,0.14,0.14,0.14,0.14,PASS,-0.34,-0.34,0.13,-0.34,PASS,-0.94,-0.95,0.13,-0.95,PASS,PASS,22.4,24.9,19.6,4.077,-4.0,-2.0,PASS,22.8,25.3,20.8,-3.809,-3.0,0.0,PASS,23.4,26.1,21.1,3.51,-4.0,-1.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
2023-04-11 11:04:17,7.1,P1,TK-045,PASS,A4C138055235,PASS,0.38,0.37,0.12,0.38,PASS,0.37,0.37,0.11,0.37,PASS,-0.11,-0.11,0.13,-0.11,PASS,PASS,24.5,27.3,22.3,-4.15,-3.0,0.0,PASS,25.0,27.6,22.5,4.266,-4.0,-1.0,PASS,25.5,27.6,23.0,2.905,-4.0,0.0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS
