开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果
2023-04-23 11:23:02,10.7,P1,TK-045,PASS,A4C138C55347,PASS,-1.86,-1.87,0.11,-1.86,PASS,0.35,0.35,0.09,0.35,PASS,0.44,0.42,0.17,0.43,PASS,PASS,19.4,20.6,17.9,2.237,2.0,0.0,PASS,19.8,21.0,18.7,2.014,-2.0,0.0,PASS,20.2,21.4,19.1,2.383,-3.0,0.0,PASS,PASS,7.200,PASS,3.800,PASS,2.400,PASS
2023-04-23 11:23:16,10.7,P2,TK-045,PASS,A4C138C55547,PASS,0.43,0.42,0.14,0.42,PASS,-0.17,-0.18,0.19,-0.17,PASS,-1.38,-1.39,0.17,-1.39,PASS,PASS,12.3,13.3,11.4,2.383,2.0,2.0,PASS,12.6,13.6,11.3,-2.267,3.0,1.0,PASS,13.0,14.2,11.7,-2.438,2.0,1.0,PASS,PASS,2.200,PASS,4.200,PASS,3.400,PASS
2023-04-23 11:23:29,10.7,P1,TK-045,PASS,A4C138055B55,PASS,-1.42,-1.43,0.10,-1.42,PASS,1.17,1.16,0.08,1.16,PASS,1.18,1.17,0.14,1.18,PASS,PASS,25.5,26.5,24.8,-2.155,-3.0,0.0,PASS,26.0,27.0,24.6,-2.576,3.0,0.0,PASS,26.5,27.5,25.3,2.518,-2.0,0.0,PASS,PASS,5.000,PASS,1.400,PASS,1.400,PASS
2023-04-23 11:23:43,10.7,P2,TK-045,PASS,A4C138F557B7,PASS,0.43,0.43,0.17,0.43,PASS,-0.02,-0.03,0.20,-0.02,PASS,-1.00,-1.01,0.20,-1.00,PASS,PASS,16.4,17.6,15.8,-2.023,2.0,1.0,PASS,16.8,18.2,15.3,-2.753,-2.0,0.0,PASS,17.1,18.4,15.9,2.368,-3.0,-1.0,PASS,PASS,1.400,PASS,2.600,PASS,2.400,PASS
2023-04-23 11:23:56,10.7,P1,TK-045,PASS,A4C138E55E85,PASS,-1.33,-1.34,0.10,-1.34,PASS,1.13,1.12,0.09,1.13,PASS,1.05,1.05,0.14,1.05,PASS,PASS,26.4,27.7,25.2,-2.173,2.0,0.0,PASS,26.9,28.1,25.9,-2.252,-2.0,0.0,PASS,27.4,28.3,26.6,2.545,-2.0,-2.0,PASS,PASS,6.000,PASS,4.200,PASS,2.000,PASS
2023-04-23 11:24:10,10.7,P2,TK-045,PASS,A4C138455D76,PASS,-0.03,-0.04,0.16,-0.04,PASS,-0.50,-0.51,0.18,-0.50,PASS,-1.46,-1.46,0.17,-1.46,PASS,PASS,13.2,14.4,12.5,2.142,2.0,1.0,PASS,13.5,14.5,12.3,-2.441,4.0,1.0,PASS,13.8,15.1,12.5,2.087,2.0,1.0,PASS,PASS,3.000,PASS,2.600,PASS,2.600,PASS
2023-04-23 11:24:51,10.7,P1,TK-045,PASS,A4C138C55304,PASS,-1.06,-1.07,0.11,-1.07,PASS,1.01,1.01,0.09,1.01,PASS,0.55,0.54,0.14,0.54,PASS,PASS,17.9,18.9,17.0,2.536,-3.0,-1.0,PASS,18.2,19.5,16.6,-2.402,2.0,-1.0,PASS,18.6,20.4,17.7,-2.512,-3.0,-1.0,PASS,PASS,4.200,PASS,11.000,PASS,2.000,PASS
2023-04-23 11:25:05,10.7,P2,TK-045,PASS,A4C138455D76,PASS,-0.12,-0.13,0.20,-0.12,PASS,-0.59,-0.59,0.17,-0.59,PASS,-1.52,-1.53,0.17,-1.52,PASS,PASS,13.1,14.7,11.9,-2.09,2.0,1.0,PASS,13.4,14.5,11.8,2.841,3.0,1.0,PASS,13.7,14.8,12.3,-2.39,2.0,2.0,PASS,PASS,2.400,PASS,4.800,PASS,2.400,PASS
2023-04-23 11:25:18,10.7,P1,TK-045,PASS,A4C138E55E85,PASS,-1.06,-1.06,0.10,-1.06,PASS,1.33,1.32,0.11,1.32,PASS,1.01,1.00,0.15,1.00,PASS,PASS,26.2,27.0,25.1,1.777,-2.0,0.0,PASS,26.7,27.8,25.1,-2.921,-2.0,-1.0,PASS,27.2,28.2,26.4,2.286,2.0,0.0,PASS,PASS,6.000,PASS,5.200,PASS,1.800,PASS
2023-04-23 11:25:31,10.7,P2,TK-045,PASS,A4C138055FA2,PASS,1.50,1.46,0.13,1.48,PASS,1.00,0.95,0.21,0.97,PASS,-0.15,-0.19,0.18,-0.18,PASS,PASS,20.7,21.6,19.6,1.871,-2.0,-1.0,PASS,21.1,22.1,19.5,-2.457,-2.0,0.0,PASS,21.6,22.8,20.4,2.335,-2.0,0.0,PASS,PASS,1.800,PASS,4.200,PASS,2.000,PASS
