开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果,
17:35:36,0:00:13,P2,TK-045,FAIL,MAC: A4C138C55172,PASS,2.45,2.44,0.24,2.45,PASS,3.14,3.14,0.14,3.14,PASS,3.12,3.08,0.17,3.11,PASS,PASS,21.8,23.3,21,3.42,4,0,PASS,22.2,23.1,21.5,2.92,-3,0,PASS,22.6,23.7,21.5,2.82,3,1,PASS,FAIL,23.400,PASS,55.600,FAIL,13.200,PASS,
18:06:55,0:00:09,P2,TK-045,FAIL,MAC: A4C138C55171,PASS,2.46,2.46,0.27,2.46,PASS,3.15,3.15,0.14,3.15,PASS,3.13,3.13,0.19,3.13,PASS,PASS,21.9,23,20.9,2.58,-2,0,PASS,22.3,23.3,21.1,-2.17,-2,0,PASS,22.8,23.7,20.8,-2.18,-3,-1,PASS,FAIL,25.600,PASS,46.000,FAIL,15.400,PASS,
18:07:38,0:00:09,P2,TK-045,FAIL,MAC: A4C138C55171,PASS,2.46,2.46,0.14,2.46,PASS,3.14,3.14,0.13,3.14,PASS,3.14,3.13,0.22,3.14,PASS,PASS,21.8,23.1,21,2.66,2,0,PASS,22.3,23.5,21.6,-2.05,-2,-1,PASS,22.7,23.5,21.3,-2.19,-3,1,PASS,FAIL,14.800,PASS,35.000,FAIL,11.600,PASS,
18:08:19,0:00:10,P2,TK-045,FAIL,MAC: A4C138C55171,PASS,2.44,2.44,0.15,2.44,PASS,3.16,3.15,0.14,3.15,PASS,3.13,3.12,0.18,3.13,PASS,PASS,21.8,22.6,21,-1.75,-2,-1,PASS,22.3,23.2,21.3,-2.32,-2,-1,PASS,22.7,24.2,21.2,-2.7,-3,0,PASS,FAIL,19.800,PASS,58.400,FAIL,13.600,PASS,
