开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果,
15:32:26,0:00:19,P2,TK-045,FAIL,MAC: A4C1387554A3,PASS,-2.70,-2.70,0.14,-2.70,PASS,-1.89,-1.90,0.17,-1.89,PASS,-3.29,-3.30,0.16,-3.29,PASS,PASS,14.2,15.5,13.2,2.37,2,1,PASS,14.5,15.5,13.6,2.35,-3,-1,PASS,14.9,16,13.8,-2.1,3,0,PASS,PASS,
15:33:59,0:00:19,P2,TK-045,FAIL,MAC: A4C1387553A3,PASS,-3.06,-3.06,0.14,-3.06,PASS,-2.98,-2.98,0.17,-2.98,PASS,-4.59,-4.59,0.16,-4.59,PASS,PASS,11.6,12.6,10.7,-2.5,-2,-1,PASS,11.9,12.8,10.4,-2,-2,0,PASS,12.2,13.3,11.3,2.1,-2,-1,PASS,PASS,
15:34:33,0:00:21,P2,TK-045,FAIL,MAC: A4C1387551A3,PASS,-4.42,-4.42,0.15,-4.42,PASS,-3.78,-3.78,0.17,-3.78,PASS,-4.65,-4.65,0.16,-4.65,PASS,PASS,20.3,21.8,19.2,2.5,-2,-1,PASS,20.7,21.8,19.2,-2.46,3,0,PASS,21.1,22.3,20,2.04,3,0,PASS,FAIL,40.400,FAIL,27.600,PASS,33.000,FAIL,
15:35:21,0:00:19,P2,TK-045,FAIL,MAC: A4C1387550A3,PASS,-3.60,-3.60,0.15,-3.60,PASS,-3.24,-3.24,0.17,-3.24,PASS,-4.77,-4.78,0.17,-4.78,PASS,PASS,12.4,13.6,11.3,2.41,-2,0,PASS,12.6,14.2,11.7,-2.41,-2,0,PASS,12.9,14.6,12.1,2.25,-3,0,PASS,PASS,
15:36:09,0:00:19,P2,TK-045,FAIL,MAC: A4C1380550B3,PASS,-2.94,-2.95,0.14,-2.95,PASS,-2.24,-2.24,0.17,-2.24,PASS,-3.66,-3.66,0.16,-3.66,PASS,PASS,23.7,24.8,22.2,-2.44,3,1,PASS,24.1,25.1,23.2,-2.57,2,0,PASS,24.6,26,23.7,-2.76,3,0,PASS,PASS,
15:36:55,0:00:19,P2,TK-045,FAIL,MAC: A4C1387552A3,PASS,-3.57,-3.57,0.14,-3.57,PASS,-3.33,-3.34,0.17,-3.34,PASS,-4.82,-4.83,0.16,-4.83,PASS,PASS,19.1,20.3,17.9,-2.3,2,0,PASS,19.5,20.9,18.6,2.32,3,2,PASS,19.9,20.9,18.8,2.3,3,0,PASS,PASS,
15:38:40,0:00:20,P2,TK-045,FAIL,MAC: A4C1387552A3,PASS,-3.79,-3.80,0.13,-3.79,PASS,-2.61,-2.62,0.16,-2.61,PASS,-3.62,-3.63,0.16,-3.62,PASS,PASS,18.7,19.8,17.8,2.15,2,0,PASS,19.1,20.6,17.5,-2.53,2,0,PASS,19.5,20.8,18.1,-2.32,3,1,PASS,FAIL,34.800,FAIL,-0.600,PASS,19.400,PASS,
15:39:57,0:00:21,P2,TK-045,FAIL,MAC: A4C1387552A3,FAIL,-5.14,-5.15,0.15,-5.14,FAIL,-3.68,-3.68,0.18,-3.68,PASS,-4.78,-4.78,0.16,-4.78,PASS,PASS,18.3,19.5,17.4,3.05,2,0,PASS,18.7,19.9,17.4,-2.87,2,1,PASS,19.1,20,17.6,2.65,3,1,PASS,PASS,-3534.600,PASS,-1896.200,PASS,-4353.600,PASS,
15:42:28,0:00:21,P2,TK-045,FAIL,MAC: A4C1387552A3,FAIL,-5.32,-5.32,0.15,-5.32,FAIL,-3.45,-3.46,0.17,-3.46,PASS,-4.22,-4.23,0.16,-4.22,PASS,PASS,18.9,20.1,17.6,2.02,-3,0,PASS,19.3,20.4,17.6,2.73,3,0,PASS,19.7,20.9,18.5,-2.11,3,1,PASS,PASS,-6053.600,PASS,-4353.800,PASS,
16:34:10,0:00:20,P2,TK-045,FAIL,MAC: A4C138155BB3,PASS,-2.84,-2.85,0.13,-2.84,PASS,-2.37,-2.38,0.17,-2.38,PASS,-3.64,-3.65,0.17,-3.64,PASS,PASS,17.8,19,16.6,-2.11,3,1,PASS,18.1,19.7,17,-3.08,3,1,PASS,18.5,19.3,17.2,-2.15,3,1,PASS,PASS,
16:40:18,0:00:22,P2,TK-045,FAIL,MAC: A4C138D558B3,PASS,-0.85,-0.86,0.14,-0.86,PASS,-1.04,-1.05,0.17,-1.05,PASS,-1.63,-1.63,0.14,-1.63,PASS,PASS,17.9,18.8,16.4,1.87,2,1,PASS,18.2,19.7,16.7,-2.33,-3,0,PASS,18.7,20.6,17.3,2.23,3,2,PASS,PASS,
17:12:47,0:00:21,P2,TK-045,FAIL,MAC: A4C138D558B3,PASS,-4.09,-4.10,0.13,-4.10,PASS,-1.02,-1.02,0.15,-1.02,PASS,-1.57,-1.57,0.14,-1.57,PASS,PASS,18.3,19.7,17,-2.17,-2,0,PASS,18.7,20,17.5,-2.3,3,1,PASS,19.1,20.5,18.1,3.16,3,1,PASS,FAIL,38.400,FAIL,2.400,PASS,-2.200,PASS,
17:32:58,0:00:17,P2,TK-045,FAIL,MAC: A4C138C55DB3,FAIL,-5.58,-5.64,0.11,-5.63,FAIL,-0.56,-0.61,0.14,-0.61,PASS,-0.11,-0.16,0.14,-0.15,PASS,PASS,9.7,10.8,8.7,1.91,3,1,PASS,10,11.2,8.8,2.78,3,1,PASS,10.2,11.2,8.6,-2.61,-2,0,PASS,PASS,-3176.600,PASS,
17:33:45,0:00:17,P2,TK-045,FAIL,MAC: A4C138C55DB3,FAIL,-5.50,-5.57,0.12,-5.55,FAIL,-0.51,-0.57,0.14,-0.54,PASS,-0.12,-0.17,0.14,-0.17,PASS,PASS,9.8,10.9,8.8,2.34,3,1,PASS,10,11,8.1,-3.16,2,1,PASS,10.2,11.5,9.2,2.44,3,0,PASS,PASS,-2767.000,PASS,
17:37:44,0:00:21,P2,TK-045,FAIL,MAC: A4C138C55BB3,FAIL,-5.09,-5.10,0.13,-5.09,FAIL,-1.16,-1.16,0.14,-1.16,PASS,-0.33,-0.34,0.14,-0.34,PASS,PASS,15.3,16.4,14.2,-2.61,-2,0,PASS,15.7,17.3,14.7,2.44,3,1,PASS,16,17.2,15.2,-2.5,3,0,PASS,PASS,-3586.200,PASS,
17:42:01,0:00:17,P2,TK-045,FAIL,MAC: A4C138C55BB3,FAIL,-5.77,-5.77,0.13,-5.77,FAIL,-2.14,-2.14,0.15,-2.14,PASS,-1.75,-1.75,0.14,-1.75,PASS,PASS,15.2,17,13.8,-2.44,3,0,PASS,15.5,16.4,14.8,-2.6,-2,0,PASS,15.9,17.1,14.8,2.72,3,-1,PASS,PASS,-3586.200,PASS,
