开始测试时间,测试耗时,测试位置,项目名称,测试结果,蓝牙地址,输出功率-测试结果,输出功率-低频-最大(dBm),输出功率-低频-最小(dBm),输出功率-低频-峰值(dBm),输出功率-低频-平均(dBm),输出功率-低频-结果,输出功率-中频-最大(dBm),输出功率-中频-最小(dBm),输出功率-中频-峰值(dBm),输出功率-中频-平均(dBm),输出功率-中频-结果,输出功率-高频-最大(dBm),输出功率-高频-最小(dBm),输出功率-高频-峰值(dBm),输出功率-高频-平均(dBm),输出功率-高频-结果,频偏漂移-测试结果,平均频偏-低频(kHz),最大+ve频偏-低频(kHz),最大-ve频偏-低频(kHz),漂移速率-低频(kHz),最大漂移-低频(kHz),平均漂移-低频(kHz),频偏漂移-低频-结果,平均频偏-中频(kHz),最大+ve频偏-中频(kHz),最大-ve频偏-中频(kHz),漂移速率-中频(kHz),最大漂移-中频(kHz),平均漂移-中频(kHz),频偏漂移-中频-结果,平均频偏-高频(kHz),最大+ve频偏-高频(kHz),最大-ve频偏-高频(kHz),漂移速率-高频(kHz),最大漂移-高频(kHz),平均漂移-高频(kHz),频偏漂移-高频-结果,单时隙灵敏度-测试结果,误码率-低频(%),误帧率-低频-结果,误码率-中频(%),误帧率-中频-结果,误码率-高频(%),误帧率-高频-结果,
08:39:30,0:00:13,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.83,-1.83,0.15,-1.83,PASS,-2.10,-2.10,0.16,-2.10,PASS,-3.02,-3.02,0.16,-3.02,PASS,PASS,9.4,10.8,7.8,-2.16,3,1,PASS,9.6,10.8,8.3,-2.33,2,0,PASS,9.9,11,8.9,-2.22,-2,0,PASS,FAIL,97.600,FAIL,99.800,FAIL,100.000,FAIL,
09:06:40,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.02,-1.03,0.14,-1.03,PASS,-1.26,-1.27,0.15,-1.27,PASS,-2.34,-2.35,0.15,-2.35,PASS,PASS,16.5,17.6,15.2,2.37,2,0,PASS,16.8,18.1,14.5,2.33,2,1,PASS,17.2,18.6,15.8,2.55,3,0,PASS,FAIL,97.800,FAIL,100.000,FAIL,100.000,FAIL,
09:22:08,0:00:09,P2,TK-045,FAIL,MAC: A4C138255C33,PASS,-1.24,-1.30,0.14,-1.27,PASS,-1.37,-1.41,0.16,-1.41,PASS,-2.30,-2.35,0.16,-2.33,PASS,PASS,17.9,19,16.9,-2.3,-2,0,PASS,18.3,19.2,17,2.28,3,0,PASS,18.7,19.6,17.3,-2.31,3,1,PASS,FAIL,97.000,FAIL,100.000,FAIL,99.600,FAIL,
